subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Tilt Cylinder - Stroke,18.8,477.6,in,mm,953C,93235,Hydraulic System - Equipment
Number Of Cylinders,6,6,,,933C,93234,Engine
Engine Make,2236,2236,,,933C,93234,Engine
Engine Model,3046,3046,,,933C,93234,Engine
Net Power,70,52.2,hp,kw,933C,93234,Engine
Power Measured @,2400,2400,rpm,rpm,933C,93234,Engine
Displacement,305.2,5,cu in,L,933C,93234,Engine
Operating Weight,18706.3,8485,lb,kg,933C,93234,Operational
Fuel Capacity,41.5,157,gal,L,933C,93234,Operational
Cooling System Fluid Capacity,5.6,21,gal,L,933C,93234,Operational
Engine Oil Capacity,3.5,13,gal,L,933C,93234,Operational
Final Drive Fluid Capacity - Each,3.7,13.8,gal,L,933C,93234,Operational
Hydraulic System Fluid Capacity,15.1,56.8,gal,L,933C,93234,Operational
Static Tipping Load,12833.2,5821,lb,kg,933C,93234,Operational
Breakout Force - Std Bucket,17390,77.4,lb,kN,933C,93234,Operational
Bucket Capacity - Struck,1.4,1,yd3,m3,933C,93234,Operational
Bucket Capacity - Heaped,1.1,0.9,yd3,m3,933C,93234,Operational
Operating Voltage,12,12,V,V,933C,93234,Operational
Alternator Supplied Amperage,90,90,amps,amps,933C,93234,Operational
Max Speed,5.6,9,mph,km/h,933C,93234,Operational
Pump Type,open centered parallel.,open centered parallel.,,,933C,93234,Hydraulic
Pump Flow Capacity,27.3,103,gal/min,L/min,933C,93234,Hydraulic
Relief Valve Pressure,2874.7,19820,psi,kPa,933C,93234,Hydraulic
Raise Time,8.8,8.8,sec,sec,933C,93234,Hydraulic
Dump Time,1.7,1.7,sec,sec,933C,93234,Hydraulic
Lower Time,2,2,sec,sec,933C,93234,Hydraulic
Engine Make,2236,2236,,,973 LGP,93233,Engine
Engine Model,3306,3306,,,973 LGP,93233,Engine
Net Power,210,156.6,hp,kw,973 LGP,93233,Engine
Displacement,640.8,10.5,cu in,L,973 LGP,93233,Engine
Operating Weight,56292.9,25534,lb,kg,973 LGP,93233,Operational
Fuel Capacity,94.1,356,gal,L,973 LGP,93233,Operational
Hydraulic System Fluid Capacity,15.9,60,gal,L,973 LGP,93233,Operational
Static Tipping Load,37011.3,16788,lb,kg,973 LGP,93233,Operational
Breakout Force - Std Bucket,47981,213.5,lb,kN,973 LGP,93233,Operational
Bucket Capacity - Struck,3.2,2.5,yd3,m3,973 LGP,93233,Operational
Bucket Capacity - Heaped,3.7,2.8,yd3,m3,973 LGP,93233,Operational
Max Speed,6.5,10.3,mph,km/h,973 LGP,93233,Operational
Raise Time,7.4,7.4,sec,sec,973 LGP,93233,Hydraulic
Dump Time,1.4,1.4,sec,sec,973 LGP,93233,Hydraulic
Lower Time,2.6,2.6,sec,sec,973 LGP,93233,Hydraulic
Number Of Cylinders,4,4,,,931B LGP,93240,Engine
Engine Make,2236,2236,,,931B LGP,93240,Engine
Engine Model,3204,3204,,,931B LGP,93240,Engine
Net Power,64.4,48,hp,kw,931B LGP,93240,Engine
Power Measured @,2400,2400,rpm,rpm,931B LGP,93240,Engine
Displacement,317.4,5.2,cu in,L,931B LGP,93240,Engine
Operating Weight,18397.6,8345,lb,kg,931B LGP,93240,Operational
Fuel Capacity,30.7,116,gal,L,931B LGP,93240,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,931B LGP,93240,Operational
Engine Oil Capacity,3.2,12,gal,L,931B LGP,93240,Operational
Final Drive Fluid Capacity - Each,3.2,12,gal,L,931B LGP,93240,Operational
Hydraulic System Fluid Capacity,22.2,84,gal,L,931B LGP,93240,Operational
Static Tipping Load,11455.3,5196,lb,kg,931B LGP,93240,Operational
Breakout Force - Std Bucket,12670,56.4,lb,kN,931B LGP,93240,Operational
Bucket Capacity - Struck,0.9,0.7,yd3,m3,931B LGP,93240,Operational
Bucket Capacity - Heaped,1.1,0.8,yd3,m3,931B LGP,93240,Operational
Operating Voltage,12,12,V,V,931B LGP,93240,Operational
Alternator Supplied Amperage,40,40,amps,amps,931B LGP,93240,Operational
Max Speed,7.1,11.4,mph,km/h,931B LGP,93240,Operational
Pump Type,Single-section gear pump,Single-section gear pump,,,931B LGP,93240,Hydraulic
Pump Flow Capacity,22.2,84,gal/min,L/min,931B LGP,93240,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,931B LGP,93240,Hydraulic
Raise Time,6.1,6.1,sec,sec,931B LGP,93240,Hydraulic
Dump Time,1.4,1.4,sec,sec,931B LGP,93240,Hydraulic
Lower Time,3.5,3.5,sec,sec,931B LGP,93240,Hydraulic
Number Of Cylinders,4,4,,,931B,93239,Engine
Engine Make,2236,2236,,,931B,93239,Engine
Engine Model,3204,3204,,,931B,93239,Engine
Net Power,64.4,48,hp,kw,931B,93239,Engine
Power Measured @,2400,2400,rpm,rpm,931B,93239,Engine
Displacement,317.4,5.2,cu in,L,931B,93239,Engine
Operating Weight,15331,6954,lb,kg,931B,93239,Operational
Fuel Capacity,30.7,116,gal,L,931B,93239,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,931B,93239,Operational
Engine Oil Capacity,3.2,12,gal,L,931B,93239,Operational
Final Drive Fluid Capacity - Each,2.2,8,gal,L,931B,93239,Operational
Hydraulic System Fluid Capacity,20.1,76,gal,L,931B,93239,Operational
Static Tipping Load,9083.1,4120,lb,kg,931B,93239,Operational
Breakout Force - Std Bucket,11560,51.5,lb,kN,931B,93239,Operational
Bucket Capacity - Struck,0.9,0.7,yd3,m3,931B,93239,Operational
Bucket Capacity - Heaped,1.1,0.8,yd3,m3,931B,93239,Operational
Operating Voltage,12,12,V,V,931B,93239,Operational
Alternator Supplied Amperage,40,40,amps,amps,931B,93239,Operational
Max Speed,7.1,11.4,mph,km/h,931B,93239,Operational
Pump Type,Single-section gear pump,Single-section gear pump,,,931B,93239,Hydraulic
Pump Flow Capacity,23,87,gal/min,L/min,931B,93239,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,931B,93239,Hydraulic
Raise Time,6.1,6.1,sec,sec,931B,93239,Hydraulic
Dump Time,1.4,1.4,sec,sec,931B,93239,Hydraulic
Lower Time,3.5,3.5,sec,sec,931B,93239,Hydraulic
Number Of Cylinders,6,6,,,933C LGP,93237,Engine
Engine Model,3046,3046,,,933C LGP,93237,Engine
Net Power,70,52.2,hp,kw,933C LGP,93237,Engine
Power Measured @,2400,2400,rpm,rpm,933C LGP,93237,Engine
Displacement,305.2,5,cu in,L,933C LGP,93237,Engine
Operating Weight,18706.3,8485,lb,kg,933C LGP,93237,Operational
Fuel Capacity,41.5,157,gal,L,933C LGP,93237,Operational
Cooling System Fluid Capacity,5.6,21,gal,L,933C LGP,93237,Operational
Engine Oil Capacity,3.5,13,gal,L,933C LGP,93237,Operational
Final Drive Fluid Capacity - Each,5.5,20.5,gal,L,933C LGP,93237,Operational
Hydraulic System Fluid Capacity,15.1,56.8,gal,L,933C LGP,93237,Operational
Static Tipping Load,12412.1,5630,lb,kg,933C LGP,93237,Operational
Breakout Force - Std Bucket,18790,83.6,lb,kN,933C LGP,93237,Operational
Bucket Capacity - Struck,1.1,0.8,yd3,m3,933C LGP,93237,Operational
Bucket Capacity - Heaped,1.3,1,yd3,m3,933C LGP,93237,Operational
Operating Voltage,12,12,V,V,933C LGP,93237,Operational
Alternator Supplied Amperage,55,55,amps,amps,933C LGP,93237,Operational
Max Speed,5.6,9,mph,km/h,933C LGP,93237,Operational
Pump Type,"open centered, parallel system","open centered, parallel system",,,933C LGP,93237,Hydraulic
Pump Flow Capacity,27.3,103,gal/min,L/min,933C LGP,93237,Hydraulic
Relief Valve Pressure,2874.7,19820,psi,kPa,933C LGP,93237,Hydraulic
Raise Time,5.8,5.8,sec,sec,933C LGP,93237,Hydraulic
Dump Time,1.7,1.7,sec,sec,933C LGP,93237,Hydraulic
Lower Time,2,2,sec,sec,933C LGP,93237,Hydraulic
Engine Make,2236,2236,,,953,93228,Engine
Engine Model,3204,3204,,,953,93228,Engine
Net Power,110,82.1,hp,kw,953,93228,Engine
Displacement,317.4,5.2,cu in,L,953,93228,Engine
Operating Weight,31080.8,14098,lb,kg,953,93228,Operational
Fuel Capacity,50.8,192,gal,L,953,93228,Operational
Hydraulic System Fluid Capacity,15.4,58,gal,L,953,93228,Operational
Static Tipping Load,19288.3,8749,lb,kg,953,93228,Operational
Breakout Force - Std Bucket,26395,117.5,lb,kN,953,93228,Operational
Bucket Capacity - Struck,1.7,1.3,yd3,m3,953,93228,Operational
Bucket Capacity - Heaped,2,1.5,yd3,m3,953,93228,Operational
Max Speed,6.5,10.4,mph,km/h,953,93228,Operational
Raise Time,7.4,7.4,sec,sec,953,93228,Hydraulic
Dump Time,1.5,1.5,sec,sec,953,93228,Hydraulic
Lower Time,3,3,sec,sec,953,93228,Hydraulic
Engine Make,2236,2236,,,943 LGP,93227,Engine
Engine Model,3204,3204,,,943 LGP,93227,Engine
Net Power,80,59.7,hp,kw,943 LGP,93227,Engine
Displacement,317.4,5.2,cu in,L,943 LGP,93227,Engine
Operating Weight,26208.6,11888,lb,kg,943 LGP,93227,Operational
Fuel Capacity,42.1,159,gal,L,943 LGP,93227,Operational
Hydraulic System Fluid Capacity,15.4,58,gal,L,943 LGP,93227,Operational
Static Tipping Load,17707.6,8032,lb,kg,943 LGP,93227,Operational
Breakout Force - Std Bucket,21139,94.1,lb,kN,943 LGP,93227,Operational
Bucket Capacity - Struck,1.3,1,yd3,m3,943 LGP,93227,Operational
Bucket Capacity - Heaped,1.6,1.2,yd3,m3,943 LGP,93227,Operational
Max Speed,6,9.5,mph,km/h,943 LGP,93227,Operational
Raise Time,7.2,7.2,sec,sec,943 LGP,93227,Hydraulic
Dump Time,1.6,1.6,sec,sec,943 LGP,93227,Hydraulic
Lower Time,2.2,2.2,sec,sec,943 LGP,93227,Hydraulic
Number Of Cylinders,4,4,,,943,93226,Engine
Engine Make,2236,2236,,,943,93226,Engine
Engine Model,3204,3204,,,943,93226,Engine
Net Power,80,59.7,hp,kw,943,93226,Engine
Power Measured @,2400,2400,rpm,rpm,943,93226,Engine
Displacement,317.4,5.2,cu in,L,943,93226,Engine
Operating Weight,25772.1,11690,lb,kg,943,93226,Operational
Fuel Capacity,42.1,159,gal,L,943,93226,Operational
Cooling System Fluid Capacity,5.9,22,gal,L,943,93226,Operational
Engine Oil Capacity,4,15,gal,L,943,93226,Operational
Final Drive Fluid Capacity - Each,2.7,10,gal,L,943,93226,Operational
Hydraulic System Fluid Capacity,21.7,82,gal,L,943,93226,Operational
Static Tipping Load,17707.6,8032,lb,kg,943,93226,Operational
Breakout Force - Std Bucket,21139,94.1,lb,kN,943,93226,Operational
Bucket Capacity - Struck,1.3,1,yd3,m3,943,93226,Operational
Bucket Capacity - Heaped,1.6,1.2,yd3,m3,943,93226,Operational
Operating Voltage,24,24,V,V,943,93226,Operational
Alternator Supplied Amperage,50,50,amps,amps,943,93226,Operational
Max Speed,6,9.5,mph,km/h,943,93226,Operational
Pump Type,Vane-type pump,Vane-type pump,,,943,93226,Hydraulic
Pump Flow Capacity,24.6,93,gal/min,L/min,943,93226,Hydraulic
Relief Valve Pressure,3038,20946.3,psi,kPa,943,93226,Hydraulic
Raise Time,7.2,7.2,sec,sec,943,93226,Hydraulic
Dump Time,1.6,1.6,sec,sec,943,93226,Hydraulic
Lower Time,2.2,2.2,sec,sec,943,93226,Hydraulic
Engine Make,2236,2236,,,935C Series II,93225,Engine
Engine Model,3204,3204,,,935C Series II,93225,Engine
Net Power,80,59.7,hp,kw,935C Series II,93225,Engine
Displacement,317.4,5.2,cu in,L,935C Series II,93225,Engine
Operating Weight,19310.3,8759,lb,kg,935C Series II,93225,Operational
Fuel Capacity,30.7,116,gal,L,935C Series II,93225,Operational
Hydraulic System Fluid Capacity,15.1,57,gal,L,935C Series II,93225,Operational
Static Tipping Load,12795.7,5804,lb,kg,935C Series II,93225,Operational
Breakout Force - Std Bucket,15098,67.2,lb,kN,935C Series II,93225,Operational
Bucket Capacity - Struck,1.1,0.9,yd3,m3,935C Series II,93225,Operational
Bucket Capacity - Heaped,1.4,1,yd3,m3,935C Series II,93225,Operational
Max Speed,6.6,10.5,mph,km/h,935C Series II,93225,Operational
Raise Time,6.3,6.3,sec,sec,935C Series II,93225,Hydraulic
Dump Time,2.2,2.2,sec,sec,935C Series II,93225,Hydraulic
Lower Time,3.5,3.5,sec,sec,935C Series II,93225,Hydraulic
Number Of Cylinders,4,4,,,931C Series II LGP,93224,Engine
Engine Make,2236,2236,,,931C Series II LGP,93224,Engine
Engine Model,3204,3204,,,931C Series II LGP,93224,Engine
Net Power,69,51.5,hp,kw,931C Series II LGP,93224,Engine
Power Measured @,2400,2400,rpm,rpm,931C Series II LGP,93224,Engine
Displacement,317.4,5.2,cu in,L,931C Series II LGP,93224,Engine
Operating Weight,18011.8,8170,lb,kg,931C Series II LGP,93224,Operational
Fuel Capacity,30.7,116,gal,L,931C Series II LGP,93224,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,931C Series II LGP,93224,Operational
Engine Oil Capacity,3.2,12,gal,L,931C Series II LGP,93224,Operational
Final Drive Fluid Capacity - Each,3.2,12,gal,L,931C Series II LGP,93224,Operational
Hydraulic System Fluid Capacity,15.1,57,gal,L,931C Series II LGP,93224,Operational
Static Tipping Load,10599.9,4808,lb,kg,931C Series II LGP,93224,Operational
Breakout Force - Std Bucket,15554,69.2,lb,kN,931C Series II LGP,93224,Operational
Bucket Capacity - Struck,0.9,0.7,yd3,m3,931C Series II LGP,93224,Operational
Bucket Capacity - Heaped,1.1,0.9,yd3,m3,931C Series II LGP,93224,Operational
Operating Voltage,12,12,V,V,931C Series II LGP,93224,Operational
Alternator Supplied Amperage,40,40,amps,amps,931C Series II LGP,93224,Operational
Max Speed,7,11.2,mph,km/h,931C Series II LGP,93224,Operational
Pump Type,single-section gear,single-section gear,,,931C Series II LGP,93224,Hydraulic
Pump Flow Capacity,22.7,85.9,gal/min,L/min,931C Series II LGP,93224,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,931C Series II LGP,93224,Hydraulic
Raise Time,6,6,sec,sec,931C Series II LGP,93224,Hydraulic
Dump Time,2.7,2.7,sec,sec,931C Series II LGP,93224,Hydraulic
Lower Time,3.1,3.1,sec,sec,931C Series II LGP,93224,Hydraulic
Number Of Cylinders,4,4,,,931C Series II,93223,Engine
Engine Make,2236,2236,,,931C Series II,93223,Engine
Engine Model,3204,3204,,,931C Series II,93223,Engine
Net Power,69.8,52,hp,kw,931C Series II,93223,Engine
Power Measured @,2400,2400,rpm,rpm,931C Series II,93223,Engine
Displacement,317.4,5.2,cu in,L,931C Series II,93223,Engine
Operating Weight,17740.6,8047,lb,kg,931C Series II,93223,Operational
Fuel Capacity,30.7,116,gal,L,931C Series II,93223,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,931C Series II,93223,Operational
Engine Oil Capacity,3.2,12,gal,L,931C Series II,93223,Operational
Final Drive Fluid Capacity - Each,2.2,8,gal,L,931C Series II,93223,Operational
Hydraulic System Fluid Capacity,15.1,57,gal,L,931C Series II,93223,Operational
Static Tipping Load,10791.7,4895,lb,kg,931C Series II,93223,Operational
Breakout Force - Std Bucket,14270,63.5,lb,kN,931C Series II,93223,Operational
Bucket Capacity - Struck,0.9,0.7,yd3,m3,931C Series II,93223,Operational
Bucket Capacity - Heaped,1.1,0.9,yd3,m3,931C Series II,93223,Operational
Operating Voltage,12,12,V,V,931C Series II,93223,Operational
Alternator Supplied Amperage,40,40,amps,amps,931C Series II,93223,Operational
Max Speed,7,11.2,mph,km/h,931C Series II,93223,Operational
Pump Type,single-section gear,single-section gear,,,931C Series II,93223,Hydraulic
Pump Flow Capacity,22.7,85.9,gal/min,L/min,931C Series II,93223,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,931C Series II,93223,Hydraulic
Raise Time,6,6,sec,sec,931C Series II,93223,Hydraulic
Dump Time,2.7,2.7,sec,sec,931C Series II,93223,Hydraulic
Lower Time,3.1,3.1,sec,sec,931C Series II,93223,Hydraulic
Number Of Cylinders,4,4,,,951C,93222,Engine
Engine Make,2236,2236,,,951C,93222,Engine
Engine Model,3304,3304,,,951C,93222,Engine
Net Power,95,70.9,hp,kw,951C,93222,Engine
Power Measured @,2200,2200,rpm,rpm,951C,93222,Engine
Displacement,427.2,7,cu in,L,951C,93222,Engine
Operating Weight,28071.5,12733,lb,kg,951C,93222,Operational
Fuel Capacity,52.1,197,gal,L,951C,93222,Operational
Cooling System Fluid Capacity,6.5,24.6,gal,L,951C,93222,Operational
Engine Oil Capacity,5,18.9,gal,L,951C,93222,Operational
Final Drive Fluid Capacity - Each,2.6,9.5,gal,L,951C,93222,Operational
Hydraulic System Fluid Capacity,19.5,73.8,gal,L,951C,93222,Operational
Static Tipping Load,18867.2,8558,lb,kg,951C,93222,Operational
Breakout Force - Std Bucket,15710,69.9,lb,kN,951C,93222,Operational
Bucket Capacity - Struck,1.6,1.2,yd3,m3,951C,93222,Operational
Bucket Capacity - Heaped,1.8,1.4,yd3,m3,951C,93222,Operational
Operating Voltage,24,24,V,V,951C,93222,Operational
Alternator Supplied Amperage,19,19,amps,amps,951C,93222,Operational
Max Speed,7.2,11.5,mph,km/h,951C,93222,Operational
Pump Type,Vane-type pump,Vane-type pump,,,951C,93222,Hydraulic
Pump Flow Capacity,33.3,126,gal/min,L/min,951C,93222,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,951C,93222,Hydraulic
Raise Time,6.6,6.6,sec,sec,951C,93222,Hydraulic
Dump Time,2.4,2.4,sec,sec,951C,93222,Hydraulic
Lower Time,2.3,2.3,sec,sec,951C,93222,Hydraulic
Number Of Cylinders,6,6,,,983,93221,Engine
Engine Make,2236,2236,,,983,93221,Engine
Engine Model,D343,D343,,,983,93221,Engine
Net Power,275,205.1,hp,kw,983,93221,Engine
Power Measured @,2060,2060,rpm,rpm,983,93221,Engine
Aspiration,turbocharged,turbocharged,,,983,93221,Engine
Displacement,891,14.6,cu in,L,983,93221,Engine
Operating Weight,71650.3,32500,lb,kg,983,93221,Operational
Fuel Capacity,134.8,510,gal,L,983,93221,Operational
Cooling System Fluid Capacity,23,87,gal,L,983,93221,Operational
Engine Oil Capacity,10.9,41,gal,L,983,93221,Operational
Final Drive Fluid Capacity - Each,8.5,32,gal,L,983,93221,Operational
Hydraulic System Fluid Capacity,38.1,144,gal,L,983,93221,Operational
Static Tipping Load,48680,22080.9,lb,kg,983,93221,Operational
Breakout Force - Std Bucket,43850,195.1,lb,kN,983,93221,Operational
Bucket Capacity - Struck,3.8,2.9,yd3,m3,983,93221,Operational
Bucket Capacity - Heaped,4.9,3.7,yd3,m3,983,93221,Operational
Operating Voltage,24,24,V,V,983,93221,Operational
Alternator Supplied Amperage,19,19,amps,amps,983,93221,Operational
Max Speed,7.4,12,mph,km/h,983,93221,Operational
Pump Flow Capacity,137.4,520,gal/min,L/min,983,93221,Hydraulic
Relief Valve Pressure,2150,14823.8,psi,kPa,983,93221,Hydraulic
Raise Time,7.7,7.7,sec,sec,983,93221,Hydraulic
Dump Time,1.4,1.4,sec,sec,983,93221,Hydraulic
Lower Time,3.2,3.2,sec,sec,983,93221,Hydraulic
Number Of Cylinders,6,6,,,977L,93220,Engine
Engine Make,2236,2236,,,977L,93220,Engine
Engine Model,3306,3306,,,977L,93220,Engine
Net Power,190,141.7,hp,kw,977L,93220,Engine
Power Measured @,1950,1950,rpm,rpm,977L,93220,Engine
Aspiration,turbocharged,turbocharged,,,977L,93220,Engine
Displacement,640.8,10.5,cu in,L,977L,93220,Engine
Operating Weight,47641.9,21610,lb,kg,977L,93220,Operational
Fuel Capacity,102,386,gal,L,977L,93220,Operational
Cooling System Fluid Capacity,13,49.2,gal,L,977L,93220,Operational
Engine Oil Capacity,7.3,27.4,gal,L,977L,93220,Operational
Final Drive Fluid Capacity - Each,6.8,25.6,gal,L,977L,93220,Operational
Hydraulic System Fluid Capacity,36.5,138,gal,L,977L,93220,Operational
Static Tipping Load,31989.1,14510,lb,kg,977L,93220,Operational
Breakout Force - Std Bucket,34160,152,lb,kN,977L,93220,Operational
Bucket Capacity - Struck,2.4,1.8,yd3,m3,977L,93220,Operational
Bucket Capacity - Heaped,2.8,2.1,yd3,m3,977L,93220,Operational
Operating Voltage,24,24,V,V,977L,93220,Operational
Alternator Supplied Amperage,19,19,amps,amps,977L,93220,Operational
Max Speed,7.1,11.3,mph,km/h,977L,93220,Operational
Raise Time,7.8,7.8,sec,sec,977L,93220,Hydraulic
Dump Time,1.6,1.6,sec,sec,977L,93220,Hydraulic
Lower Time,3.4,3.4,sec,sec,977L,93220,Hydraulic
Engine Make,2236,2236,,,973,93232,Engine
Engine Model,3306,3306,,,973,93232,Engine
Net Power,210,156.6,hp,kw,973,93232,Engine
Displacement,640.8,10.5,cu in,L,973,93232,Engine
Operating Weight,54899.6,24902,lb,kg,973,93232,Operational
Fuel Capacity,94.1,356,gal,L,973,93232,Operational
Hydraulic System Fluid Capacity,15.9,60,gal,L,973,93232,Operational
Static Tipping Load,37011.3,16788,lb,kg,973,93232,Operational
Breakout Force - Std Bucket,47981,213.5,lb,kN,973,93232,Operational
Bucket Capacity - Struck,3.2,2.5,yd3,m3,973,93232,Operational
Bucket Capacity - Heaped,3.7,2.8,yd3,m3,973,93232,Operational
Max Speed,6.5,10.3,mph,km/h,973,93232,Operational
Raise Time,7.4,7.4,sec,sec,973,93232,Hydraulic
Dump Time,1.4,1.4,sec,sec,973,93232,Hydraulic
Lower Time,2.6,2.6,sec,sec,973,93232,Hydraulic
Engine Make,2236,2236,,,963 LGP,93231,Engine
Engine Model,3304,3304,,,963 LGP,93231,Engine
Net Power,150.2,112,hp,kw,963 LGP,93231,Engine
Displacement,427.2,7,cu in,L,963 LGP,93231,Engine
Operating Weight,41092,18639,lb,kg,963 LGP,93231,Operational
Fuel Capacity,69,261,gal,L,963 LGP,93231,Operational
Hydraulic System Fluid Capacity,15.9,60,gal,L,963 LGP,93231,Operational
Static Tipping Load,27165.4,12322,lb,kg,963 LGP,93231,Operational
Breakout Force - Std Bucket,38227,170.1,lb,kN,963 LGP,93231,Operational
Bucket Capacity - Struck,2.2,1.7,yd3,m3,963 LGP,93231,Operational
Bucket Capacity - Heaped,2.7,2,yd3,m3,963 LGP,93231,Operational
Max Speed,6.3,10.1,mph,km/h,963 LGP,93231,Operational
Raise Time,6.2,6.2,sec,sec,963 LGP,93231,Hydraulic
Dump Time,1.3,1.3,sec,sec,963 LGP,93231,Hydraulic
Lower Time,2.3,2.3,sec,sec,963 LGP,93231,Hydraulic
Number Of Cylinders,4,4,,,963,93230,Engine
Engine Make,2236,2236,,,963,93230,Engine
Engine Model,3304,3304,,,963,93230,Engine
Net Power,150,111.9,hp,kw,963,93230,Engine
Power Measured @,2200,2200,rpm,rpm,963,93230,Engine
Displacement,427.2,7,cu in,L,963,93230,Engine
Operating Weight,40490.2,18366,lb,kg,963,93230,Operational
Fuel Capacity,69,261,gal,L,963,93230,Operational
Cooling System Fluid Capacity,11.9,45,gal,L,963,93230,Operational
Engine Oil Capacity,5.1,19,gal,L,963,93230,Operational
Final Drive Fluid Capacity - Each,3.7,14,gal,L,963,93230,Operational
Hydraulic System Fluid Capacity,15.9,60,gal,L,963,93230,Operational
Static Tipping Load,27165.4,12322,lb,kg,963,93230,Operational
Breakout Force - Std Bucket,38227,170.1,lb,kN,963,93230,Operational
Bucket Capacity - Struck,2.2,1.7,yd3,m3,963,93230,Operational
Bucket Capacity - Heaped,2.7,2,yd3,m3,963,93230,Operational
Operating Voltage,24,24,V,V,963,93230,Operational
Alternator Supplied Amperage,50,50,amps,amps,963,93230,Operational
Max Speed,6.3,10.1,mph,km/h,963,93230,Operational
Pump Type,Vane-type pump,Vane-type pump,,,963,93230,Hydraulic
Pump Flow Capacity,53.9,204,gal/min,L/min,963,93230,Hydraulic
Relief Valve Pressure,2750,18960.6,psi,kPa,963,93230,Hydraulic
Raise Time,6.2,6.2,sec,sec,963,93230,Hydraulic
Dump Time,1.3,1.3,sec,sec,963,93230,Hydraulic
Lower Time,2.3,2.3,sec,sec,963,93230,Hydraulic
Engine Make,2236,2236,,,953 LGP,93229,Engine
Engine Model,3204,3204,,,953 LGP,93229,Engine
Net Power,110,82.1,hp,kw,953 LGP,93229,Engine
Displacement,317.4,5.2,cu in,L,953 LGP,93229,Engine
Operating Weight,31662.8,14362,lb,kg,953 LGP,93229,Operational
Fuel Capacity,50.8,192,gal,L,953 LGP,93229,Operational
Hydraulic System Fluid Capacity,15.4,58,gal,L,953 LGP,93229,Operational
Static Tipping Load,19288.3,8749,lb,kg,953 LGP,93229,Operational
Breakout Force - Std Bucket,26395,117.5,lb,kN,953 LGP,93229,Operational
Bucket Capacity - Struck,1.7,1.3,yd3,m3,953 LGP,93229,Operational
Bucket Capacity - Heaped,2,1.5,yd3,m3,953 LGP,93229,Operational
Max Speed,6.5,10.4,mph,km/h,953 LGP,93229,Operational
Raise Time,7.4,7.4,sec,sec,953 LGP,93229,Hydraulic
Dump Time,1.5,1.5,sec,sec,953 LGP,93229,Hydraulic
Lower Time,3,3,sec,sec,953 LGP,93229,Hydraulic
Engine Make,2236,2236,,,953C WH,93177,Engine
Engine Model,3126B ATAAC,3126B ATAAC,,,953C WH,93177,Engine
Net Power,128,95,hp,kw,953C WH,93177,Engine
Operating Weight,36720,16656,lb,kg,953C WH,93177,Operational
Fuel Capacity,62,233.5,gal,L,953C WH,93177,Operational
Cooling System Fluid Capacity,6.9,26,gal,L,953C WH,93177,Operational
Engine Oil Capacity,4.8,18,gal,L,953C WH,93177,Operational
Final Drive Fluid Capacity - Each,4.1,15.5,gal,L,953C WH,93177,Operational
Hydraulic System Fluid Capacity,29.1,110,gal,L,953C WH,93177,Operational
Bucket Capacity - Heaped,3,2.3,yd3,m3,953C WH,93177,Operational
Operating Voltage,24,24,V,V,953C WH,93177,Operational
Alternator Supplied Amperage,65,65,amps,amps,953C WH,93177,Operational
Max Speed,5.7,9.2,mph,km/h,953C WH,93177,Operational
Pump Type,Piston,Piston,,,953C WH,93177,Hydraulic
Number Of Cylinders,6,6,,,973C,93176,Engine
Engine Make,2236,2236,,,973C,93176,Engine
Engine Model,C9ACERT,C9ACERT,,,973C,93176,Engine
Net Power,242,178,hp,kw,973C,93176,Engine
Power Measured @,1800,1800,rpm,rpm,973C,93176,Engine
Aspiration,Turbocharged,Turbocharged,,,973C,93176,Engine
Displacement,537,8.8,cu in,L,973C,93176,Engine
Operating Weight,58153,26373,lb,kg,973C,93176,Operational
Fuel Capacity,113,430,gal,L,973C,93176,Operational
Cooling System Fluid Capacity,11,43,gal,L,973C,93176,Operational
Engine Oil Capacity,7.7,29,gal,L,973C,93176,Operational
Final Drive Fluid Capacity - Each,7.5,28.5,gal,L,973C,93176,Operational
Hydraulic System Fluid Capacity,44.6,169,gal,L,973C,93176,Operational
Static Tipping Load,44649,20249,lb,kg,973C,93176,Operational
Breakout Force - Std Bucket,47992,213.3,lb,kN,973C,93176,Operational
Bucket Capacity - Struck,3.2,2.5,yd3,m3,973C,93176,Operational
Bucket Capacity - Heaped,3.7,2.8,yd3,m3,973C,93176,Operational
Operating Voltage,24,24,V,V,973C,93176,Operational
Alternator Supplied Amperage,65,65,amps,amps,973C,93176,Operational
Max Speed,5.6,9.1,mph,km/h,973C,93176,Operational
Pump Type,Hydrostatic drive/piston,Hydrostatic drive/piston,,,973C,93176,Hydraulic
Pump Flow Capacity,88.5,335,gal/min,L/min,973C,93176,Hydraulic
Relief Valve Pressure,2755,19000,psi,kPa,973C,93176,Hydraulic
Raise Time,6.7,6.7,sec,sec,973C,93176,Hydraulic
